GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
qulice-pmd/qulice-spi,com.qulice.spi,Environment.Mock,226,0,22,0,59,0,28,0,17,0
qulice-pmd/qulice-spi,com.qulice.spi,Violation.Default,39,0,0,0,13,0,7,0,7,0
qulice-pmd/qulice-spi,com.qulice.spi,ValidationException,10,0,0,0,4,0,2,0,2,0
